ZIP_CODE,TOTAL_HOUSEHOLDS,MEDIAN_INCOME
6060,847,151417
6062,7637,72175
6063,1182,115926
6065,262,81667
6066,13057,64642
6067,8621,85125
6068,698,63788
6069,1102,80000
6070,6138,125192
6071,3632,108370
6073,2156,149226
6074,9783,107374
6076,5057,77228
6078,3888,114053
6081,639,71049
6082,16744,79730
6084,5252,118194
6085,2917,91801
6088,2217,61889
6089,1317,114556
6090,367,158320
6092,1506,149500
6093,1270,114500
6095,10786,92132
6096,5307,70067
6098,5072,71981
6103,1287,84469
6105,9755,34623
6106,14050,36460
6107,7434,133519
6108,8874,51722
6109,10917,86216
6110,5023,73938
6111,12366,81646
6112,7500,38557
6114,9894,37756
6117,5487,143141
6118,10180,61314
6119,6551,88963
6120,4490,27324
6226,6544,37339
6231,1409,125430
6232,1216,105328
6234,2922,76156
6235,975,76750
6237,2169,109712
6238,4635,96375
6239,4629,54580
6241,2555,71635
6242,502,94375
6247,1121,80129
6248,2119,111758
6249,2818,91684
6250,1746,88611
6254,717,96719
6255,1727,76375
6256,898,52978
6259,1772,94722
6260,4088,60290
6262,368,62946
6264,43,88750
6266,258,60895
6268,3769,47510
6277,1445,87091
6278,1838,70893
6279,2577,76908
6280,1232,77750
6281,2862,84200
6282,424,91131
6320,10740,46341
6330,1247,70067
6331,1916,91973
6332,188,73214
6333,2619,126799
6334,981,88750
6335,2470,97347
6336,29,200114
6339,3211,93628
6340,12321,59240
6350,24,61250
6351,6616,70110
6354,2233,66851
6355,5521,96687
6357,4726,79333
6359,2070,68375
6360,14853,58269
6365,1830,79444
6370,2783,79980
6371,4165,97334
6374,2846,72828
6375,1378,97750
6377,1159,83102
6378,2530,98594
6379,3796,66648
6380,1244,38319
6382,4112,70610
6384,1092,75000
6385,6340,87788
6387,158,103152
6390,40,61125
6401,7754,55033
6403,2447,85024
6405,12302,77225
6409,422,63194
6410,10145,120396
6412,1772,88167
6413,5388,79673
6414,42,199464
6415,6244,104863
6416,5897,89243
6417,1883,85960
6418,5198,55786
6419,2304,110543
6420,1679,109972
6422,2768,119905
6423,2169,103356
6424,4802,95900
6426,1656,106250
6437,8397,111870
6438,1079,126801
6441,1874,108508
6442,996,88466
6443,6912,113798
6447,2331,112557
6450,15390,60671
6451,10235,57261
6455,1201,107614
6456,135,73875
6457,19294,65572
6460,16656,88085
6461,5795,103047
6467,124,113790
6468,6673,118669
6469,1194,90735
6470,5909,124909
6471,3006,82993
6472,2400,101429
6473,9164,97796
6475,4343,83132
6477,4974,121308
6478,4694,110111
6479,4029,90091
6480,3741,99292
6481,557,78208
6482,3976,137100
6483,6203,76195
6484,16185,97131
6488,7966,98790
6489,12870,95684
6492,18688,80884
6498,3177,79551
6510,1582,61250
6511,20905,41904
6512,11304,64201
6513,14792,45502
6514,9995,73078
6515,6519,52048
6516,19886,62985
6517,5909,85489
6518,6655,81358
6519,5140,29332
6524,2018,129133
6525,2897,157610
6604,9871,36738
6605,8842,44372
6606,15984,58538
6607,2791,42103
6608,4499,34743
6610,8651,45478
6611,12197,122494
6612,2792,157617
6614,12549,87077
6615,7308,66815
6702,1676,12908
6704,9169,40625
6705,10207,46228
6706,5037,43017
6708,11201,53438
6710,3636,33929
6712,3336,101389
6716,6052,95257
6750,507,63542
6751,1204,98409
6752,704,112778
6754,724,87453
6755,322,99375
6756,1074,109205
6757,858,78125
6758,127,107188
6759,2456,93198
6762,2725,121891
6763,727,81625
6770,11665,74870
6776,10165,89102
6777,614,106618
6778,530,65720
6779,3347,72591
6782,911,89940
6783,887,118603
6784,1495,99704
6785,275,68482
6786,3947,79172
6787,3193,68208
6790,14472,63057
6791,1943,111202
6793,580,126635
6794,334,95500
6795,5136,90374
6796,488,90667
6798,4129,81362
6801,7150,101806
6804,6272,112885
6807,2679,153309
6810,19018,63439
6811,10924,95444
6812,4971,112457
6820,6895,232523
6824,11712,149892
6825,7267,112907
6830,9510,119838
6831,5048,167083
6840,7116,190227
6850,7531,95038
6851,10570,96769
6853,1525,209464
6854,11042,69659
6855,3420,64969
6870,2539,215850
6877,9023,164010
6878,2584,222188
6880,10065,201528
6883,3447,222535
6890,1612,196379
6896,3430,132770
6897,6090,193292
6901,4082,76429
6902,26218,76970
6903,4752,201711
6905,7417,126425
6906,3358,101500
6907,3225,86890
7001,5022,69849
7002,24967,63947
7003,18577,78034
7004,2621,122063
7005,5489,111946
7006,9576,127921
7008,7925,73347
7009,4530,123768
7010,10512,72633
7011,12649,59519
7012,4578,81361
7013,10011,92312
7014,1844,89349
7016,8894,129781
7017,13167,48673
7018,10377,47094
7020,5751,127221
7021,765,213309
7022,5236,57698
7023,2506,147905
7024,17479,83767
7026,11563,62867
7027,1725,88892
7028,2495,198625
7029,7266,69389
7030,25182,147620
7031,6384,84527
7032,13351,70658
7033,2733,93208
7034,3318,86799
7035,3726,98136
7036,15406,72432
7039,10225,166629
7040,7945,138870
7041,2513,134732
7042,10436,108708
7043,4132,205735
7044,5310,125000
7045,3883,169095
7046,1357,242083
7047,21794,63908
7050,11682,43039
7052,16414,105584
7054,11164,99251
7055,19854,40944
7057,4683,68845
7058,1825,132402
7059,5192,170096
7060,14971,58707
7062,4029,69590
7063,3988,65377
7064,1316,89022
7065,11304,78946
7066,5932,109924
7067,6197,113136
7068,2349,129006
7069,2099,156408
7070,6977,101473
7071,8738,79985
7072,2414,88827
7073,3966,80896
7074,937,66976
7075,3315,110625
7076,8747,131630
7077,970,76813
7078,4143,"250,000+"
7079,5162,138525
7080,7924,101565
7081,6901,111899
7082,1579,130905
7083,19094,90971
7086,6633,101449
7087,24512,48965
7088,1246,64130
7090,10280,171064
7092,2528,120750
7093,24117,57473
7094,7557,114821
7095,7438,86615
7102,5501,25677
7103,11835,30108
7104,18934,37424
7105,17320,44785
7106,11575,41195
7107,13207,31842
7108,8928,27000
7109,12189,70670
7110,11033,99507
7111,20024,45176
7112,9695,36246
7114,3375,29682
7201,8651,47630
7202,13097,50970
7203,7402,64718
7204,4948,75000
7205,7342,75239
7206,7894,42727
7208,11123,49313
7302,22355,136679
7304,16075,48360
7305,22652,55955
7306,20107,59794
7307,15721,63281
7310,6097,147516
7311,205,188634
7401,2210,170968
7403,2953,94099
7405,6394,116884
7407,6738,77334
7410,11387,123159
7416,2232,68242
7417,3845,172766
7418,762,133186
7419,3592,88469
7420,1716,83796
7421,2653,95383
7422,2334,100000
7423,1438,216875
7424,9756,87125
7430,9778,107081
7432,2669,121162
7435,852,123949
7436,4237,126319
7438,4386,111169
7439,827,89659
7440,1513,134766
7442,4004,102371
7444,4658,98281
7446,5512,147625
7450,8310,184556
7452,3776,187000
7456,4092,122385
7457,1817,110664
7458,3859,162837
7460,1269,109245
7461,6583,89366
7462,2553,88934
7463,3566,124803
7465,2553,102610
7470,18350,123204
7480,6026,100700
7481,5833,153736
7501,10745,30467
7502,4504,54940
7503,5399,46520
7504,3682,60231
7505,1034,18486
7506,7118,97692
7508,7541,79444
7512,3595,105637
7513,3324,44315
7514,6099,43776
7522,6078,37658
7524,4181,38794
7601,19080,70090
7603,2792,91232
7604,4224,94801
7605,3355,102250
7606,794,72500
7607,3511,94317
7608,40,36429
7620,564,130962
7621,8946,96335
7624,2778,140357
7626,2812,151442
7627,1680,154500
7628,6370,100219
7630,2541,128093
7631,11087,85733
7632,1843,149358
7640,1626,134688
7641,1113,178450
7642,3475,146108
7643,4096,66098
7644,8805,66595
7645,2975,146708
7646,5859,94344
7647,1713,109844
7648,2160,122200
7649,2788,132358
7650,7403,68245
7652,8232,128306
7656,3259,137883
7657,3827,71699
7660,4720,86923
7661,3867,124598
7662,2001,84196
7663,5328,106776
7666,13072,111821
7670,4690,172926
7675,10034,131940
7676,3320,140260
7677,1963,171103
7701,9950,91587
7702,1434,124474
7704,1822,179138
7711,605,130313
7712,16726,69830
7716,3572,92222
7717,897,92813
7718,2355,125919
7719,8395,100391
7720,2152,64246
7721,1247,77482
7722,3282,174635
7723,279,65521
7724,8740,82783
7726,15482,118187
7727,2532,80177
7728,19954,91855
7730,5821,101849
7731,12792,109354
7732,2658,61436
7733,5831,148991
7734,4861,62021
7735,7104,79467
7737,1435,110319
7738,2089,152557
7739,2043,179391
7740,12130,60122
7746,5874,154700
7747,11892,109396
7748,9645,121490
7750,1414,135909
7751,6222,153644
7753,15730,73544
7755,2222,103472
7756,1937,63093
7757,2238,89265
7758,1572,95488
7760,3128,168750
7762,4038,81311
7764,2485,109073
7801,8123,73496
7803,1257,91219
7821,3352,109167
7822,279,75625
7823,3331,60842
7825,3489,104918
7826,2261,85131
7827,1668,75625
7828,5854,75528
7830,2338,134375
7832,1273,99243
7833,56,48375
7834,6803,124593
7836,4536,122292
7838,1139,110139
7840,11754,85094
7842,45,100694
7843,4556,86846
7847,746,112938
7848,1724,87500
7849,3670,101977
7850,2238,86198
7851,29,132917
7852,1495,85938
7853,4181,166806
7856,1748,90500
7857,1430,69000
7860,9568,87820
7863,1465,85083
7865,665,123250
7866,8623,110028
7869,9169,140841
7871,7188,137717
7874,3055,97080
7876,3548,131165
7878,240,100185
7880,60,123558
7882,5676,84135
7885,3837,80685
7901,8376,154688
7920,9802,151365
7921,3794,116250
7922,4144,181392
7924,2581,165677
7927,1590,125588
7928,6482,191607
7930,3027,148466
7931,1031,182642
7932,3992,127273
7933,1116,138929
7934,516,141667
7935,141,183125
7936,3771,136016
7939,43,41250
7940,5589,146620
7945,3109,183352
7946,1110,168214
7950,7147,127226
7960,18047,125744
7970,57,243219
7974,4134,154655
7976,302,94432
7977,231,87188
7979,205,135028
7980,905,122656
7981,3558,118897
8001,326,71111
8002,8956,82285
8003,10870,133946
8004,4029,96176
8005,9357,73914
8006,177,74479
8007,2120,75417
8008,3510,87960
8009,4988,90921
8010,4343,64525
8012,14658,74573
8014,187,79338
8015,7161,66039
8016,12145,77281
8019,370,98500
8020,953,94297
8021,18316,53799
8022,3711,95917
8023,143,28988
8026,760,85625
8027,1926,73083
8028,6479,72313
8029,1972,66974
8030,4623,60371
8031,4392,59646
8033,6054,124375
8034,6893,95012
8035,3004,99375
8036,2240,108521
8037,8325,76073
8038,45,84583
8041,330,119643
8042,67,157981
8043,11017,98888
8045,1129,63850
8046,10693,75382
8048,4687,88397
8049,2033,62988
8050,9935,82748
8051,4176,78846
8052,8285,61335
8053,17624,100720
8054,17302,94832
8055,10013,123132
8056,1509,158750
8057,7227,148233
8059,2127,76708
8060,8885,91616
8061,946,150303
8062,5344,140609
8063,1117,65699
8065,2825,72578
8066,3635,51647
8067,587,87188
8068,2812,61551
8069,4720,51303
8070,5000,69035
8071,3544,77465
8072,100,73194
8075,10947,77750
8077,6898,109068
8078,3149,67263
8079,3870,45889
8080,13396,103247
8081,16791,89201
8083,3718,76433
8084,2551,79677
8085,6755,126956
8086,3158,75326
8087,10917,66410
8088,9269,83160
8089,1502,65577
8090,2775,96015
8091,1957,67654
8092,1377,73542
8093,3663,58365
8094,14659,82220
8096,13717,70780
8097,1148,90333
8098,3269,92750
8102,2415,21138
8103,4726,27057
8104,8350,23617
8105,8741,33353
8106,3793,82295
8107,5335,58555
8108,7631,97279
8109,8422,70153
8110,5687,63664
8201,3900,62063
8202,809,87604
8203,4052,72372
8204,7735,71340
8205,10210,70966
8210,6381,71655
8212,92,62500
8215,5310,67403
8221,2509,109013
8223,1806,78587
8224,185,82768
8225,2863,87156
8226,5253,81076
8230,2085,95083
8232,6250,40964
8234,13914,81681
8241,404,114167
8242,1274,67206
8243,1111,73403
8244,4425,61319
8247,498,99063
8251,4134,56545
8260,6103,50911
8270,3014,65000
8302,13927,51161
8310,577,53885
8311,647,64531
8312,2967,68398
8314,174,78796
8316,99,67688
8317,525,81414
8318,4545,85279
8319,414,100682
8321,83,26250
8322,3688,87530
8323,231,77054
8324,108,123158
8326,474,63802
8328,526,65227
8329,152,67188
8330,10566,70231
8332,13741,57265
8340,453,75042
8341,1032,33750
8343,1718,104722
8344,1812,71321
8345,231,59583
8346,292,80169
8348,62,83750
8349,697,48438
8350,232,71000
8352,164,83833
8353,152,63125
8360,14631,50775
8361,6489,78340
8401,15504,29232
8402,2933,83045
8403,464,124643
8406,4366,59219
8501,2355,117750
8502,3612,201406
8505,6880,93795
8510,1812,153194
8511,383,80750
8512,4078,90389
8514,1894,100781
8515,1702,146719
8518,2255,64767
8520,9281,93419
8525,1864,116691
8527,20389,94959
8530,3084,95341
8533,2440,104917
8534,4739,138073
8535,1583,177431
8536,7805,111258
8540,17485,144204
8542,1733,81211
8550,6657,192231
8551,1797,139609
8553,243,111688
8554,1494,85725
8555,294,105556
8558,2578,210682
8559,2118,115182
8560,1367,110038
8561,102,128289
8562,1768,62200
8608,539,14886
8609,4163,34602
8610,11145,64743
8611,8306,37482
8618,13061,40797
8619,8709,83612
8620,4055,94807
8628,3786,95417
8629,4077,63094
8638,8031,54710
8640,903,72031
8641,1162,67500
8648,11588,100930
8690,6909,100650
8691,6281,133960
8701,23781,52148
8720,252,108750
8721,7382,88039
8722,3740,79777
8723,13021,76242
8724,16510,79656
8730,1755,140221
8731,7618,82907
8732,598,97059
8733,927,68586
8734,3373,87868
8735,2026,77283
8736,4904,127385
8738,618,99444
8740,691,57426
8741,995,94402
8742,9807,99316
8750,1295,131949
8751,2059,78648
8752,1185,71797
8753,23261,82858
8755,10273,70419
8757,16599,46107
8758,3537,69954
8759,19376,39900
8801,2564,127130
8802,1399,132281
8804,972,102609
8805,4161,72287
8807,13183,131955
8808,85,73459
8809,2202,102760
8810,3096,128990
8812,4563,99648
8816,16435,115029
8817,15564,93571
8820,12891,132451
8821,145,56313
8822,11159,115981
8823,3662,103938
8824,4055,147109
8825,1705,108189
8826,2087,107669
8827,1689,105031
8828,956,93056
8829,1502,96272
8830,6431,95430
8831,21111,89331
8832,1052,65761
8833,3151,130694
8835,3761,69625
8836,1327,169583
8837,6100,87738
8840,6073,126671
8844,13803,129857
8846,4868,75460
8848,3172,109904
8850,2827,109135
8852,6736,107061
8853,1769,156058
8854,16176,100034
8857,14872,95930
8859,8446,82388
8861,16684,53471
8863,4268,91272
8865,11755,70334
8867,1819,125354
8869,2995,79362
8872,7262,79597
8873,20419,89784
8876,8282,99755
8879,8645,71982
8880,1590,85223
8882,5752,77996
8884,3207,80074
8886,2555,109698
8887,501,97688
8889,4233,128413
8901,15328,43783
8902,14488,96389
8904,5735,81402
10001,12997,92840
10002,33459,36982
10003,26043,118161
10004,1777,190223
10005,4363,189702
10006,1729,179044
10007,2802,224063
10009,29764,63717
10010,16815,132988
10011,29089,138272
10012,12181,106467
10013,12026,113191
10014,18013,133501
10016,29200,126628
10017,9663,131045
10018,4727,122484
10019,26158,103792
10021,23935,122169
10022,17953,150718
10023,34289,132605
10024,28165,143623
10025,41355,91624
10026,15479,59691
10027,23956,51938
10028,24640,122969
10029,31470,33720
10030,12688,42348
10031,21744,53660
10032,21226,53525
10033,19833,63093
10034,16156,54406
10035,14524,29799
10036,17260,95301
10037,9581,46263
10038,10461,95702
10039,11368,42278
10040,16410,49677
10044,4774,104808
10065,15255,148441
10069,3230,132500
10075,11388,138640
10128,30069,121829
10162,673,152336
10280,4558,182760
10282,2291,"250,000+"
10301,14467,62052
10302,6090,66096
10303,8268,67215
10304,14603,54199
10305,14565,79742
10306,20189,80834
10307,5271,85103
10308,10544,103027
10309,11523,109457
10310,8526,76075
10312,21318,97407
10314,30882,91505
10451,19522,30349
10452,26437,29579
10453,27774,29136
10454,13429,21447
10455,14427,28585
10456,30860,27917
10457,24777,29767
10458,27581,35423
10459,16868,29284
10460,20778,27545
10461,18862,58305
10462,29536,54278
10463,28752,58408
10464,1851,96366
10465,15831,75617
10466,24216,58393
10467,37042,39372
10468,26328,37804
10469,22299,65399
10470,6198,61266
10471,8817,88722
10472,21835,33498
10473,21189,41508
10474,3623,22965
10475,18902,51951
10501,423,215515
10502,1962,167195
10503,111,80347
10504,2748,212121
10505,368,143000
10506,1850,224167
10507,2209,69852
10509,6863,104568
10510,3722,174881
10511,746,109375
10512,9350,98091
10514,4072,"250,000+"
10516,2122,107171
10517,152,105357
10518,396,175750
10519,107,156411
10520,5133,110094
10522,3670,143462
10523,2950,100816
10524,1435,124006
10526,685,139671
10527,316,183824
10528,4783,112437
10530,5694,109315
10532,1739,110417
10533,2619,158860
10536,3593,183365
10537,826,99565
10538,5812,196944
10541,9060,107180
10543,7593,104252
10546,410,237708
10547,2520,110685
10548,1321,89572
10549,5791,108287
10550,13744,49648
10552,8572,77242
10553,3352,74942
10560,1683,132303
10562,11286,81952
10566,9367,57022
10567,6767,134719
10570,4049,146969
10573,12483,87977
10576,1808,199167
10577,829,164181
10578,267,111076
10579,3033,108750
10580,5984,195172
10583,13923,208212
10588,1182,111862
10589,3820,100313
10590,2704,153571
10591,8908,98071
10594,1552,165179
10595,2354,109950
10596,454,85417
10597,330,237667
10598,10530,128545
10601,5268,71290
10603,7040,95833
10604,3808,101508
10605,7255,116895
10606,5632,80492
10607,2416,136250
10701,23565,47525
10703,7301,66322
10704,12222,75182
10705,14041,52232
10706,3128,142500
10707,3964,114386
10708,8868,115435
10709,3652,128365
10710,9631,88228
10801,14758,64043
10803,4006,157143
10804,5124,182396
10805,7602,72138
10901,8609,96460
10913,1488,151279
10914,115,98661
10916,1268,104583
10917,527,111677
10918,4167,108073
10919,339,105321
10920,2995,120378
10921,1391,91875
10922,623,79832
10923,2759,77303
10924,4334,105000
10925,1713,78893
10926,1335,85288
10927,3733,63191
10928,1719,84267
10930,2919,136303
10931,303,69844
10933,177,95673
10940,18075,62486
10941,4993,76676
10950,12363,76827
10952,9282,59304
10954,8303,107077
10956,10402,142912
10958,937,104150
10960,6175,87479
10962,1861,112875
10963,971,76118
10964,479,175234
10965,5332,111250
10968,1154,123580
10969,456,107093
